"","controller","condition","item","accuracy","rt","subject","group"
"880","PictureAccept","Unambiguous",1,1,858,"Native 4","Native"
"936","PictureAccept","Unambiguous",10,0,3164,"Native 5","Native"
"968","PictureAccept","Ambiguous",1,0,2565,"Native 5","Native"
"984","PictureAccept","Ambiguous",11,1,2784,"Native 5","Native"
"992","PictureAccept","Ambiguous",9,1,3920,"Native 5","Native"
"1000","PictureAccept","Unambiguous",8,0,7518,"Native 5","Native"
"1036","PictureAccept","Ambiguous",5,1,3015,"Native 5","Native"
"1044","PictureAccept","Unambiguous",12,1,2174,"Native 5","Native"
"1060","PictureAccept","Ambiguous",7,1,1661,"Native 5","Native"
"1076","PictureAccept","Ambiguous",3,1,1221,"Native 5","Native"
"1092","PictureAccept","Unambiguous",4,1,947,"Native 5","Native"
"1108","PictureAccept","Unambiguous",6,1,1142,"Native 5","Native"
"1120","PictureAccept","Unambiguous",2,1,1196,"Native 5","Native"
"1160","PictureAccept","Ambiguous",10,1,1686,"Native 6","Native"
"1164","PictureAccept","Ambiguous",2,0,1239,"Native 6","Native"
"1176","PictureAccept","Ambiguous",4,1,903,"Native 6","Native"
"1184","PictureAccept","Unambiguous",9,1,1055,"Native 6","Native"
"1188","PictureAccept","Unambiguous",7,1,1046,"Native 6","Native"
"1232","PictureAccept","Unambiguous",3,1,925,"Native 6","Native"
"1268","PictureAccept","Ambiguous",12,1,1133,"Native 6","Native"
"1280","PictureAccept","Unambiguous",11,1,758,"Native 6","Native"
"1284","PictureAccept","Ambiguous",6,1,902,"Native 6","Native"
"1296","PictureAccept","Ambiguous",8,0,1011,"Native 6","Native"
"1328","PictureAccept","Unambiguous",1,0,977,"Native 6","Native"
"1332","PictureAccept","Unambiguous",5,0,1636,"Native 6","Native"
"1390","PictureAccept","Ambiguous",1,0,2079,"Native 7","Native"
"1402","PictureAccept","Unambiguous",8,1,1870,"Native 7","Native"
"1426","PictureAccept","Ambiguous",3,1,1561,"Native 7","Native"
"1430","PictureAccept","Ambiguous",11,1,3620,"Native 7","Native"
"1438","PictureAccept","Ambiguous",5,1,2245,"Native 7","Native"
"1446","PictureAccept","Ambiguous",7,0,3774,"Native 7","Native"
"1482","PictureAccept","Unambiguous",6,1,2282,"Native 7","Native"
"1522","PictureAccept","Ambiguous",9,0,3921,"Native 7","Native"
"1534","PictureAccept","Unambiguous",4,1,2817,"Native 7","Native"
"1554","PictureAccept","Unambiguous",10,1,1219,"Native 7","Native"
"1558","PictureAccept","Unambiguous",2,1,1886,"Native 7","Native"
"1562","PictureAccept","Unambiguous",12,0,1477,"Native 7","Native"
"1582","PictureAccept","Ambiguous",12,1,1999,"Native 8","Native"
"1598","PictureAccept","Unambiguous",9,1,4599,"Native 8","Native"
"1614","PictureAccept","Unambiguous",7,0,6894,"Native 8","Native"
"1622","PictureAccept","Ambiguous",8,1,4830,"Native 8","Native"
"1674","PictureAccept","Unambiguous",3,1,2426,"Native 8","Native"
"1682","PictureAccept","Ambiguous",4,1,1701,"Native 8","Native"
"1698","PictureAccept","Ambiguous",2,1,2712,"Native 8","Native"
"1718","PictureAccept","Unambiguous",5,1,2797,"Native 8","Native"
"1730","PictureAccept","Unambiguous",11,1,2219,"Native 8","Native"
"1762","PictureAccept","Ambiguous",10,0,5655,"Native 8","Native"
"1770","PictureAccept","Unambiguous",1,0,8151,"Native 8","Native"
"1778","PictureAccept","Ambiguous",6,1,1609,"Native 8","Native"
"1802","PictureAccept","Ambiguous",9,1,3627,"Native 9","Native"
"1806","PictureAccept","Ambiguous",1,1,1094,"Native 9","Native"
"1834","PictureAccept","Unambiguous",10,1,838,"Native 9","Native"
"1838","PictureAccept","Unambiguous",6,1,1159,"Native 9","Native"
"1854","PictureAccept","Ambiguous",7,1,2351,"Native 9","Native"
"1878","PictureAccept","Unambiguous",2,1,1116,"Native 9","Native"
"1906","PictureAccept","Ambiguous",11,1,1226,"Native 9","Native"
"1930","PictureAccept","Unambiguous",4,1,1001,"Native 9","Native"
"1942","PictureAccept","Unambiguous",12,1,3240,"Native 9","Native"
"1958","PictureAccept","Ambiguous",5,1,1038,"Native 9","Native"
"1962","PictureAccept","Unambiguous",8,1,1277,"Native 9","Native"
"2014","PictureAccept","Ambiguous",3,1,695,"Native 9","Native"
"2040","PictureAccept","Unambiguous",9,1,4744,"Native 10","Native"
"2048","PictureAccept","Ambiguous",4,1,3679,"Native 10","Native"
"2092","PictureAccept","Ambiguous",6,1,2844,"Native 10","Native"
"2112","PictureAccept","Ambiguous",10,1,4278,"Native 10","Native"
"2128","PictureAccept","Ambiguous",8,1,1350,"Native 10","Native"
"2136","PictureAccept","Unambiguous",1,1,3786,"Native 10","Native"
"2140","PictureAccept","Unambiguous",3,1,3461,"Native 10","Native"
"2148","PictureAccept","Unambiguous",11,1,4518,"Native 10","Native"
"2172","PictureAccept","Unambiguous",7,1,1863,"Native 10","Native"
"2180","PictureAccept","Ambiguous",12,1,4548,"Native 10","Native"
"2196","PictureAccept","Ambiguous",2,1,1921,"Native 10","Native"
"2224","PictureAccept","Unambiguous",5,1,1053,"Native 10","Native"
"2252","PictureAccept","Unambiguous",2,0,4438,"Native 11","Native"
"2308","PictureAccept","Unambiguous",6,1,2721,"Native 11","Native"
"2316","PictureAccept","Ambiguous",7,1,2877,"Native 11","Native"
"2332","PictureAccept","Ambiguous",1,1,1759,"Native 11","Native"
"2340","PictureAccept","Ambiguous",11,1,4122,"Native 11","Native"
"2348","PictureAccept","Ambiguous",5,1,2176,"Native 11","Native"
"2368","PictureAccept","Ambiguous",3,1,4151,"Native 11","Native"
"2388","PictureAccept","Unambiguous",8,1,2213,"Native 11","Native"
"2404","PictureAccept","Unambiguous",10,0,3774,"Native 11","Native"
"2424","PictureAccept","Ambiguous",9,1,5391,"Native 11","Native"
"2444","PictureAccept","Unambiguous",12,1,2965,"Native 11","Native"
"2452","PictureAccept","Unambiguous",4,1,2453,"Native 11","Native"
"2488","PictureAccept","Ambiguous",2,1,3153,"Native 12","Native"
"2504","PictureAccept","Unambiguous",3,1,1661,"Native 12","Native"
"2532","PictureAccept","Unambiguous",1,1,1600,"Native 12","Native"
"2536","PictureAccept","Ambiguous",8,1,1653,"Native 12","Native"
"2548","PictureAccept","Ambiguous",12,0,1502,"Native 12","Native"
"2552","PictureAccept","Ambiguous",4,1,1378,"Native 12","Native"
"2580","PictureAccept","Ambiguous",10,1,2963,"Native 12","Native"
"2584","PictureAccept","Unambiguous",9,1,905,"Native 12","Native"
"2604","PictureAccept","Ambiguous",6,1,1157,"Native 12","Native"
"2612","PictureAccept","Unambiguous",5,1,932,"Native 12","Native"
"2676","PictureAccept","Unambiguous",11,1,1060,"Native 12","Native"
"2684","PictureAccept","Unambiguous",7,1,1055,"Native 12","Native"
"2698","PictureAccept","Ambiguous",1,1,3802,"Native 13","Native"
"2718","PictureAccept","Unambiguous",6,1,2852,"Native 13","Native"
"2742","PictureAccept","Ambiguous",7,0,1909,"Native 13","Native"
"2758","PictureAccept","Unambiguous",4,1,2880,"Native 13","Native"
"2786","PictureAccept","Ambiguous",11,0,1877,"Native 13","Native"
"2842","PictureAccept","Ambiguous",5,1,1554,"Native 13","Native"
"2850","PictureAccept","Unambiguous",2,1,3598,"Native 13","Native"
"2862","PictureAccept","Ambiguous",3,0,2434,"Native 13","Native"
"2878","PictureAccept","Unambiguous",12,0,2249,"Native 13","Native"
"2886","PictureAccept","Unambiguous",10,1,1921,"Native 13","Native"
"2902","PictureAccept","Ambiguous",9,1,1836,"Native 13","Native"
"2910","PictureAccept","Unambiguous",8,1,1088,"Native 13","Native"
"2924","PictureAccept","Unambiguous",5,1,3039,"Native 14","Native"
"2948","PictureAccept","Ambiguous",12,1,10281,"Native 14","Native"
"3000","PictureAccept","Ambiguous",10,1,2926,"Native 14","Native"
"3036","PictureAccept","Unambiguous",11,1,2093,"Native 14","Native"
"3052","PictureAccept","Ambiguous",2,1,1407,"Native 14","Native"
"3068","PictureAccept","Unambiguous",9,1,1631,"Native 14","Native"
"3072","PictureAccept","Unambiguous",3,1,883,"Native 14","Native"
"3084","PictureAccept","Ambiguous",4,1,1648,"Native 14","Native"
"3104","PictureAccept","Unambiguous",7,1,4778,"Native 14","Native"
"3108","PictureAccept","Unambiguous",1,1,2118,"Native 14","Native"
"3120","PictureAccept","Ambiguous",8,1,975,"Native 14","Native"
"3136","PictureAccept","Ambiguous",6,1,1143,"Native 14","Native"
"3150","PictureAccept","Ambiguous",3,1,3227,"Native 15","Native"
"3154","PictureAccept","Unambiguous",10,0,1239,"Native 15","Native"
"3190","PictureAccept","Ambiguous",7,0,2058,"Native 15","Native"
"3198","PictureAccept","Unambiguous",4,1,918,"Native 15","Native"
"3214","PictureAccept","Ambiguous",9,1,1550,"Native 15","Native"
"3238","PictureAccept","Unambiguous",8,1,1080,"Native 15","Native"
"3274","PictureAccept","Ambiguous",11,1,850,"Native 15","Native"
"3298","PictureAccept","Ambiguous",1,1,1101,"Native 15","Native"
"3302","PictureAccept","Unambiguous",12,1,802,"Native 15","Native"
"3306","PictureAccept","Unambiguous",2,1,1381,"Native 15","Native"
"3318","PictureAccept","Unambiguous",6,1,877,"Native 15","Native"
"3330","PictureAccept","Ambiguous",5,1,1237,"Native 15","Native"
"3382","PictureAccept","Ambiguous",2,1,3975,"Native 16","Native"
"3398","PictureAccept","Ambiguous",10,0,7689,"Native 16","Native"
"3402","PictureAccept","Ambiguous",6,1,1134,"Native 16","Native"
"3410","PictureAccept","Unambiguous",3,1,1455,"Native 16","Native"
"3426","PictureAccept","Ambiguous",4,1,2577,"Native 16","Native"
"3462","PictureAccept","Unambiguous",11,1,2712,"Native 16","Native"
"3502","PictureAccept","Unambiguous",7,1,4911,"Native 16","Native"
"3506","PictureAccept","Unambiguous",9,1,3107,"Native 16","Native"
"3510","PictureAccept","Ambiguous",8,1,1090,"Native 16","Native"
"3530","PictureAccept","Unambiguous",5,1,1758,"Native 16","Native"
"3538","PictureAccept","Ambiguous",12,1,2363,"Native 16","Native"
"3582","PictureAccept","Unambiguous",1,1,1990,"Native 16","Native"
"3616","PictureAccept","Unambiguous",10,1,1210,"Native 17","Native"
"3620","PictureAccept","Unambiguous",4,1,1510,"Native 17","Native"
"3632","PictureAccept","Ambiguous",5,1,1338,"Native 17","Native"
"3640","PictureAccept","Ambiguous",9,1,1272,"Native 17","Native"
"3648","PictureAccept","Unambiguous",2,0,1388,"Native 17","Native"
"3668","PictureAccept","Unambiguous",8,1,1729,"Native 17","Native"
"3676","PictureAccept","Ambiguous",7,1,976,"Native 17","Native"
"3680","PictureAccept","Unambiguous",12,1,1205,"Native 17","Native"
"3684","PictureAccept","Ambiguous",1,1,2068,"Native 17","Native"
"3692","PictureAccept","Ambiguous",11,1,1955,"Native 17","Native"
"3728","PictureAccept","Ambiguous",3,1,2766,"Native 17","Native"
"3752","PictureAccept","Unambiguous",6,1,1881,"Native 17","Native"
"3818","PictureAccept","Unambiguous",10,1,2276,"Native 18","Native"
"3854","PictureAccept","Unambiguous",4,1,1692,"Native 18","Native"
"3862","PictureAccept","Ambiguous",1,0,3266,"Native 18","Native"
"3886","PictureAccept","Unambiguous",6,1,2228,"Native 18","Native"
"3890","PictureAccept","Unambiguous",2,1,2422,"Native 18","Native"
"3938","PictureAccept","Ambiguous",3,1,1239,"Native 18","Native"
"3942","PictureAccept","Ambiguous",11,1,1486,"Native 18","Native"
"3966","PictureAccept","Ambiguous",5,1,1511,"Native 18","Native"
"3970","PictureAccept","Unambiguous",8,1,3674,"Native 18","Native"
"3978","PictureAccept","Ambiguous",7,1,2577,"Native 18","Native"
"3986","PictureAccept","Ambiguous",9,1,1408,"Native 18","Native"
"4006","PictureAccept","Unambiguous",12,1,1836,"Native 18","Native"
"4064","PictureAccept","Ambiguous",6,1,4337,"Native 19","Native"
"4092","PictureAccept","Ambiguous",4,1,11806,"Native 19","Native"
"4120","PictureAccept","Unambiguous",5,1,1619,"Native 19","Native"
"4124","PictureAccept","Ambiguous",8,1,9532,"Native 19","Native"
"4128","PictureAccept","Unambiguous",9,1,3698,"Native 19","Native"
"4132","PictureAccept","Unambiguous",1,0,6659,"Native 19","Native"
"4144","PictureAccept","Ambiguous",2,1,2437,"Native 19","Native"
"4152","PictureAccept","Unambiguous",3,1,2422,"Native 19","Native"
"4160","PictureAccept","Unambiguous",7,1,3327,"Native 19","Native"
"4200","PictureAccept","Unambiguous",11,1,1329,"Native 19","Native"
"4216","PictureAccept","Ambiguous",10,0,3762,"Native 19","Native"
"4220","PictureAccept","Ambiguous",12,1,1766,"Native 19","Native"
"4292","PictureAccept","Ambiguous",3,0,2430,"Native 20","Native"
"4336","PictureAccept","Unambiguous",10,0,2005,"Native 20","Native"
"4368","PictureAccept","Unambiguous",2,0,1944,"Native 20","Native"
"4372","PictureAccept","Unambiguous",6,0,1663,"Native 20","Native"
"4376","PictureAccept","Ambiguous",11,0,2289,"Native 20","Native"
"4392","PictureAccept","Ambiguous",5,1,1284,"Native 20","Native"
"4396","PictureAccept","Unambiguous",8,1,874,"Native 20","Native"
"4400","PictureAccept","Ambiguous",7,0,4462,"Native 20","Native"
"4416","PictureAccept","Unambiguous",12,1,1991,"Native 20","Native"
"4432","PictureAccept","Ambiguous",1,0,1053,"Native 20","Native"
"4444","PictureAccept","Ambiguous",9,0,1479,"Native 20","Native"
"4456","PictureAccept","Unambiguous",4,0,917,"Native 20","Native"
"4490","PictureAccept","Ambiguous",12,0,1722,"Native 21","Native"
"4522","PictureAccept","Unambiguous",5,1,1607,"Native 21","Native"
"4534","PictureAccept","Unambiguous",9,1,2371,"Native 21","Native"
"4538","PictureAccept","Unambiguous",1,1,3933,"Native 21","Native"
"4550","PictureAccept","Unambiguous",7,0,1221,"Native 21","Native"
"4554","PictureAccept","Ambiguous",6,0,2259,"Native 21","Native"
"4578","PictureAccept","Ambiguous",10,0,813,"Native 21","Native"
"4634","PictureAccept","Ambiguous",8,0,1858,"Native 21","Native"
"4646","PictureAccept","Ambiguous",4,0,1901,"Native 21","Native"
"4658","PictureAccept","Unambiguous",11,1,1858,"Native 21","Native"
"4682","PictureAccept","Ambiguous",2,0,3119,"Native 21","Native"
"4686","PictureAccept","Unambiguous",3,1,2087,"Native 21","Native"
"4730","PictureAccept","Unambiguous",4,1,3528,"Native 22","Native"
"4734","PictureAccept","Ambiguous",3,1,1128,"Native 22","Native"
"4742","PictureAccept","Ambiguous",1,0,1093,"Native 22","Native"
"4750","PictureAccept","Unambiguous",6,0,2563,"Native 22","Native"
"4758","PictureAccept","Unambiguous",2,1,2382,"Native 22","Native"
"4762","PictureAccept","Unambiguous",10,1,3090,"Native 22","Native"
"4806","PictureAccept","Ambiguous",11,1,2293,"Native 22","Native"
"4850","PictureAccept","Ambiguous",5,1,1025,"Native 22","Native"
"4854","PictureAccept","Unambiguous",12,1,1611,"Native 22","Native"
"4890","PictureAccept","Ambiguous",7,0,4047,"Native 22","Native"
"4902","PictureAccept","Ambiguous",9,0,2239,"Native 22","Native"
"4918","PictureAccept","Unambiguous",8,1,941,"Native 22","Native"
"4948","PictureAccept","Ambiguous",8,1,2005,"Native 23","Native"
"4964","PictureAccept","Ambiguous",2,1,1431,"Native 23","Native"
"4968","PictureAccept","Unambiguous",5,1,772,"Native 23","Native"
"4972","PictureAccept","Unambiguous",7,1,1486,"Native 23","Native"
"5000","PictureAccept","Unambiguous",3,1,1139,"Native 23","Native"
"5020","PictureAccept","Unambiguous",11,0,1397,"Native 23","Native"
"5024","PictureAccept","Ambiguous",12,1,871,"Native 23","Native"
"5048","PictureAccept","Ambiguous",6,1,1312,"Native 23","Native"
"5056","PictureAccept","Unambiguous",1,1,1343,"Native 23","Native"
"5064","PictureAccept","Ambiguous",4,1,1266,"Native 23","Native"
"5132","PictureAccept","Ambiguous",10,1,3306,"Native 23","Native"
"5152","PictureAccept","Unambiguous",9,1,849,"Native 23","Native"
"5164","PictureAccept","Unambiguous",12,1,662,"Native 24","Native"
"5176","PictureAccept","Unambiguous",8,1,6564,"Native 24","Native"
"5192","PictureAccept","Ambiguous",5,0,1822,"Native 24","Native"
"5196","PictureAccept","Unambiguous",4,1,1297,"Native 24","Native"
"5212","PictureAccept","Ambiguous",9,1,1551,"Native 24","Native"
"5220","PictureAccept","Unambiguous",10,0,3038,"Native 24","Native"
"5268","PictureAccept","Ambiguous",7,1,5752,"Native 24","Native"
"5272","PictureAccept","Unambiguous",6,1,2278,"Native 24","Native"
"5284","PictureAccept","Ambiguous",1,0,2671,"Native 24","Native"
"5324","PictureAccept","Unambiguous",2,1,1624,"Native 24","Native"
"5336","PictureAccept","Ambiguous",3,1,1341,"Native 24","Native"
"5372","PictureAccept","Ambiguous",11,0,5468,"Native 24","Native"
"5402","PictureAccept","Ambiguous",4,0,13229,"Native 25","Native"
"5422","PictureAccept","Ambiguous",2,0,3088,"Native 25","Native"
"5446","PictureAccept","Unambiguous",5,1,1635,"Native 25","Native"
"5494","PictureAccept","Unambiguous",11,0,8672,"Native 25","Native"
"5518","PictureAccept","Ambiguous",10,1,2807,"Native 25","Native"
"5530","PictureAccept","Ambiguous",8,0,6850,"Native 25","Native"
"5538","PictureAccept","Unambiguous",7,1,2314,"Native 25","Native"
"5542","PictureAccept","Unambiguous",1,1,1803,"Native 25","Native"
"5558","PictureAccept","Unambiguous",3,1,2541,"Native 25","Native"
"5566","PictureAccept","Ambiguous",12,0,2753,"Native 25","Native"
"5582","PictureAccept","Ambiguous",6,1,2060,"Native 25","Native"
"5598","PictureAccept","Unambiguous",9,1,1987,"Native 25","Native"
"5618","PictureAccept","Ambiguous",1,0,2186,"Native 26","Native"
"5622","PictureAccept","Ambiguous",11,0,2022,"Native 26","Native"
"5678","PictureAccept","Ambiguous",3,0,2457,"Native 26","Native"
"5686","PictureAccept","Unambiguous",12,0,1302,"Native 26","Native"
"5702","PictureAccept","Unambiguous",10,0,868,"Native 26","Native"
"5706","PictureAccept","Unambiguous",6,0,2054,"Native 26","Native"
"5730","PictureAccept","Ambiguous",9,1,2236,"Native 26","Native"
"5742","PictureAccept","Unambiguous",8,1,954,"Native 26","Native"
"5746","PictureAccept","Ambiguous",7,0,1518,"Native 26","Native"
"5778","PictureAccept","Ambiguous",5,1,1804,"Native 26","Native"
"5802","PictureAccept","Unambiguous",4,0,2479,"Native 26","Native"
"5814","PictureAccept","Unambiguous",2,1,2391,"Native 26","Native"
"5862","PictureAccept","Unambiguous",3,0,3948,"Native 27","Native"
"5874","PictureAccept","Unambiguous",9,0,3367,"Native 27","Native"
"5878","PictureAccept","Unambiguous",7,0,2832,"Native 27","Native"
"5882","PictureAccept","Ambiguous",4,0,2964,"Native 27","Native"
"5894","PictureAccept","Ambiguous",12,0,2884,"Native 27","Native"
"5918","PictureAccept","Ambiguous",10,0,5470,"Native 27","Native"
"5922","PictureAccept","Unambiguous",1,1,3657,"Native 27","Native"
"5930","PictureAccept","Ambiguous",6,0,4524,"Native 27","Native"
"5946","PictureAccept","Unambiguous",11,1,4645,"Native 27","Native"
"5998","PictureAccept","Unambiguous",5,1,5477,"Native 27","Native"
"6010","PictureAccept","Ambiguous",2,0,2424,"Native 27","Native"
"6042","PictureAccept","Ambiguous",8,0,7111,"Native 27","Native"
"6060","PictureAccept","Ambiguous",5,1,1120,"Native 28","Native"
"6104","PictureAccept","Ambiguous",11,1,2106,"Native 28","Native"
"6112","PictureAccept","Ambiguous",1,1,3496,"Native 28","Native"
"6124","PictureAccept","Unambiguous",4,1,1442,"Native 28","Native"
"6136","PictureAccept","Unambiguous",6,1,1429,"Native 28","Native"
"6156","PictureAccept","Unambiguous",8,1,800,"Native 28","Native"
"6160","PictureAccept","Unambiguous",10,0,2708,"Native 28","Native"
"6204","PictureAccept","Ambiguous",9,1,1119,"Native 28","Native"
"6208","PictureAccept","Ambiguous",7,1,2578,"Native 28","Native"
"6212","PictureAccept","Unambiguous",2,1,1217,"Native 28","Native"
"6216","PictureAccept","Ambiguous",3,1,1186,"Native 28","Native"
"6256","PictureAccept","Unambiguous",12,1,1217,"Native 28","Native"
"6298","PictureAccept","Unambiguous",5,1,1021,"Native 29","Native"
"6310","PictureAccept","Ambiguous",2,1,1150,"Native 29","Native"
"6314","PictureAccept","Ambiguous",10,1,1111,"Native 29","Native"
"6330","PictureAccept","Unambiguous",9,1,802,"Native 29","Native"
"6342","PictureAccept","Unambiguous",7,0,1248,"Native 29","Native"
"6346","PictureAccept","Ambiguous",6,1,3115,"Native 29","Native"
"6354","PictureAccept","Unambiguous",11,1,1248,"Native 29","Native"
"6374","PictureAccept","Ambiguous",12,1,1475,"Native 29","Native"
"6402","PictureAccept","Ambiguous",8,0,833,"Native 29","Native"
"6474","PictureAccept","Unambiguous",1,0,2630,"Native 29","Native"
"6478","PictureAccept","Ambiguous",4,0,1086,"Native 29","Native"
"6490","PictureAccept","Unambiguous",3,1,645,"Native 29","Native"
"6548","PictureAccept","Ambiguous",9,1,1067,"Native 30","Native"
"6560","PictureAccept","Unambiguous",12,0,895,"Native 30","Native"
"6596","PictureAccept","Ambiguous",7,0,623,"Native 30","Native"
"6624","PictureAccept","Unambiguous",8,1,963,"Native 30","Native"
"6632","PictureAccept","Unambiguous",4,1,1262,"Native 30","Native"
"6644","PictureAccept","Ambiguous",5,1,733,"Native 30","Native"
"6660","PictureAccept","Unambiguous",2,1,1643,"Native 30","Native"
"6680","PictureAccept","Unambiguous",6,0,778,"Native 30","Native"
"6688","PictureAccept","Ambiguous",1,0,625,"Native 30","Native"
"6712","PictureAccept","Ambiguous",11,0,1031,"Native 30","Native"
"6716","PictureAccept","Ambiguous",3,1,1351,"Native 30","Native"
"6720","PictureAccept","Unambiguous",10,0,1048,"Native 30","Native"
"6732","PictureAccept","Unambiguous",1,1,2238,"Native 31","Native"
"6748","PictureAccept","Ambiguous",6,0,3400,"Native 31","Native"
"6788","PictureAccept","Ambiguous",4,0,5098,"Native 31","Native"
"6796","PictureAccept","Unambiguous",11,1,1989,"Native 31","Native"
"6824","PictureAccept","Unambiguous",5,1,2220,"Native 31","Native"
"6836","PictureAccept","Unambiguous",9,1,1453,"Native 31","Native"
"6840","PictureAccept","Ambiguous",12,1,1509,"Native 31","Native"
"6852","PictureAccept","Ambiguous",8,1,2309,"Native 31","Native"
"6864","PictureAccept","Unambiguous",3,1,1535,"Native 31","Native"
"6876","PictureAccept","Ambiguous",2,1,1362,"Native 31","Native"
"6936","PictureAccept","Ambiguous",10,1,945,"Native 31","Native"
"6944","PictureAccept","Unambiguous",7,0,1911,"Native 31","Native"
"6974","PictureAccept","Ambiguous",9,1,8172,"Native 32","Native"
"6998","PictureAccept","Unambiguous",12,1,8242,"Native 32","Native"
"7034","PictureAccept","Ambiguous",1,1,5845,"Native 32","Native"
"7066","PictureAccept","Ambiguous",3,1,3127,"Native 32","Native"
"7078","PictureAccept","Unambiguous",10,1,2336,"Native 32","Native"
"7086","PictureAccept","Ambiguous",11,1,2392,"Native 32","Native"
"7110","PictureAccept","Unambiguous",8,0,5277,"Native 32","Native"
"7114","PictureAccept","Ambiguous",7,1,3972,"Native 32","Native"
"7122","PictureAccept","Unambiguous",6,1,3244,"Native 32","Native"
"7138","PictureAccept","Unambiguous",2,1,4117,"Native 32","Native"
"7158","PictureAccept","Unambiguous",4,1,1163,"Native 32","Native"
"7166","PictureAccept","Ambiguous",5,1,3144,"Native 32","Native"
"7178","PictureAccept","Ambiguous",10,0,2754,"Native 33","Native"
"7194","PictureAccept","Ambiguous",8,1,1312,"Native 33","Native"
"7242","PictureAccept","Unambiguous",7,1,1686,"Native 33","Native"
"7258","PictureAccept","Ambiguous",12,1,4554,"Native 33","Native"
"7270","PictureAccept","Ambiguous",4,0,1069,"Native 33","Native"
"7278","PictureAccept","Unambiguous",9,1,2153,"Native 33","Native"
"7282","PictureAccept","Ambiguous",2,1,1096,"Native 33","Native"
"7294","PictureAccept","Unambiguous",11,1,1830,"Native 33","Native"
"7302","PictureAccept","Unambiguous",1,1,1203,"Native 33","Native"
"7314","PictureAccept","Unambiguous",5,1,896,"Native 33","Native"
"7354","PictureAccept","Unambiguous",3,1,1903,"Native 33","Native"
"7390","PictureAccept","Ambiguous",6,1,1417,"Native 33","Native"
"7406","PictureAccept","Ambiguous",3,1,5455,"Native 34","Native"
"7418","PictureAccept","Unambiguous",4,1,4229,"Native 34","Native"
"7446","PictureAccept","Unambiguous",6,1,3544,"Native 34","Native"
"7462","PictureAccept","Unambiguous",12,1,2237,"Native 34","Native"
"7466","PictureAccept","Ambiguous",7,1,4202,"Native 34","Native"
