"","controller","condition","item","accuracy","rt","subject","group"
"10942","PictureAccept","Unambiguous",6,0,3147,"Non-Native 9","Non-Native"
"10946","PictureAccept","Control",1,1,1946,"Non-Native 9","Non-Native"
"10958","PictureAccept","Unambiguous",9,0,2166,"Non-Native 9","Non-Native"
"10962","PictureAccept","Control",4,1,5247,"Non-Native 9","Non-Native"
"10970","PictureAccept","Ambiguous",2,0,3761,"Non-Native 9","Non-Native"
"10990","PictureAccept","Control",6,0,3086,"Non-Native 10","Non-Native"
"10998","PictureAccept","Ambiguous",1,1,3500,"Non-Native 10","Non-Native"
"11006","PictureAccept","Unambiguous",17,1,13906,"Non-Native 10","Non-Native"
"11058","PictureAccept","Control",15,1,3884,"Non-Native 10","Non-Native"
"11062","PictureAccept","Ambiguous",13,0,2155,"Non-Native 10","Non-Native"
"11070","PictureAccept","Control",18,1,1299,"Non-Native 10","Non-Native"
"11086","PictureAccept","Control",12,0,3156,"Non-Native 10","Non-Native"
"11090","PictureAccept","Control",3,1,1348,"Non-Native 10","Non-Native"
"11094","PictureAccept","Ambiguous",10,0,2968,"Non-Native 10","Non-Native"
"11098","PictureAccept","Ambiguous",7,0,1831,"Non-Native 10","Non-Native"
"11102","PictureAccept","Ambiguous",16,0,1160,"Non-Native 10","Non-Native"
"11118","PictureAccept","Unambiguous",5,0,1578,"Non-Native 10","Non-Native"
"11134","PictureAccept","Unambiguous",11,0,13535,"Non-Native 10","Non-Native"
"11150","PictureAccept","Control",9,1,2623,"Non-Native 10","Non-Native"
"11174","PictureAccept","Unambiguous",14,1,2802,"Non-Native 10","Non-Native"
"11178","PictureAccept","Ambiguous",4,1,4410,"Non-Native 10","Non-Native"
"11182","PictureAccept","Unambiguous",8,1,2141,"Non-Native 10","Non-Native"
"11194","PictureAccept","Unambiguous",2,0,2486,"Non-Native 10","Non-Native"
"11212","PictureAccept","Control",14,0,5403,"Non-Native 11","Non-Native"
"11228","PictureAccept","Control",2,0,3859,"Non-Native 11","Non-Native"
"11244","PictureAccept","Ambiguous",15,1,7458,"Non-Native 11","Non-Native"
"11264","PictureAccept","Unambiguous",7,1,7529,"Non-Native 11","Non-Native"
"11268","PictureAccept","Unambiguous",13,1,2217,"Non-Native 11","Non-Native"
"11284","PictureAccept","Ambiguous",18,0,4834,"Non-Native 11","Non-Native"
"11292","PictureAccept","Unambiguous",4,1,3494,"Non-Native 11","Non-Native"
"11304","PictureAccept","Unambiguous",10,0,4554,"Non-Native 11","Non-Native"
"11312","PictureAccept","Ambiguous",9,0,2371,"Non-Native 11","Non-Native"
"11320","PictureAccept","Control",5,1,8411,"Non-Native 11","Non-Native"
"11348","PictureAccept","Control",8,1,2050,"Non-Native 11","Non-Native"
"11372","PictureAccept","Unambiguous",16,1,5406,"Non-Native 11","Non-Native"
"11380","PictureAccept","Ambiguous",12,1,3507,"Non-Native 11","Non-Native"
"11396","PictureAccept","Control",17,1,6180,"Non-Native 11","Non-Native"
"11404","PictureAccept","Control",11,1,3413,"Non-Native 11","Non-Native"
"11408","PictureAccept","Unambiguous",1,1,3815,"Non-Native 11","Non-Native"
"11416","PictureAccept","Ambiguous",3,1,3987,"Non-Native 11","Non-Native"
"11420","PictureAccept","Ambiguous",6,1,3350,"Non-Native 11","Non-Native"
"11440","PictureAccept","Unambiguous",12,1,2763,"Non-Native 12","Non-Native"
"11452","PictureAccept","Control",10,0,3336,"Non-Native 12","Non-Native"
"11488","PictureAccept","Ambiguous",11,1,1365,"Non-Native 12","Non-Native"
"11492","PictureAccept","Ambiguous",8,0,5721,"Non-Native 12","Non-Native"
"11496","PictureAccept","Control",1,1,1660,"Non-Native 12","Non-Native"
"11500","PictureAccept","Unambiguous",15,1,8412,"Non-Native 12","Non-Native"
"11512","PictureAccept","Control",7,1,6379,"Non-Native 12","Non-Native"
"11536","PictureAccept","Control",13,1,1617,"Non-Native 12","Non-Native"
"11568","PictureAccept","Ambiguous",5,1,6663,"Non-Native 12","Non-Native"
"11576","PictureAccept","Ambiguous",14,1,1064,"Non-Native 12","Non-Native"
"11580","PictureAccept","Control",4,1,6854,"Non-Native 12","Non-Native"
"11588","PictureAccept","Ambiguous",2,1,798,"Non-Native 12","Non-Native"
"11592","PictureAccept","Unambiguous",3,0,14583,"Non-Native 12","Non-Native"
"11600","PictureAccept","Control",16,1,970,"Non-Native 12","Non-Native"
"11612","PictureAccept","Ambiguous",17,1,1568,"Non-Native 12","Non-Native"
"11620","PictureAccept","Unambiguous",18,0,2114,"Non-Native 12","Non-Native"
"11640","PictureAccept","Unambiguous",6,0,2661,"Non-Native 12","Non-Native"
"11644","PictureAccept","Unambiguous",9,1,840,"Non-Native 12","Non-Native"
"11658","PictureAccept","Ambiguous",16,0,3147,"Non-Native 13","Non-Native"
"11694","PictureAccept","Unambiguous",11,0,1138,"Non-Native 13","Non-Native"
"11722","PictureAccept","Control",9,1,2350,"Non-Native 13","Non-Native"
"11730","PictureAccept","Control",18,1,1942,"Non-Native 13","Non-Native"
"11738","PictureAccept","Control",6,1,1259,"Non-Native 13","Non-Native"
"11742","PictureAccept","Unambiguous",5,0,3672,"Non-Native 13","Non-Native"
"11746","PictureAccept","Unambiguous",17,0,2742,"Non-Native 13","Non-Native"
"11750","PictureAccept","Unambiguous",2,0,1990,"Non-Native 13","Non-Native"
"11758","PictureAccept","Control",12,1,1839,"Non-Native 13","Non-Native"
"11766","PictureAccept","Unambiguous",8,0,1375,"Non-Native 13","Non-Native"
"11774","PictureAccept","Unambiguous",14,1,3523,"Non-Native 13","Non-Native"
"11790","PictureAccept","Ambiguous",10,0,2051,"Non-Native 13","Non-Native"
"11798","PictureAccept","Ambiguous",13,0,1609,"Non-Native 13","Non-Native"
"11806","PictureAccept","Control",15,1,2442,"Non-Native 13","Non-Native"
"11814","PictureAccept","Ambiguous",1,1,3166,"Non-Native 13","Non-Native"
"11818","PictureAccept","Control",3,0,2666,"Non-Native 13","Non-Native"
"11854","PictureAccept","Ambiguous",7,1,4957,"Non-Native 13","Non-Native"
"11858","PictureAccept","Ambiguous",4,1,4601,"Non-Native 13","Non-Native"
"11892","PictureAccept","Control",11,1,1780,"Non-Native 14","Non-Native"
"11904","PictureAccept","Ambiguous",3,1,1565,"Non-Native 14","Non-Native"
"11916","PictureAccept","Ambiguous",18,1,3102,"Non-Native 14","Non-Native"
"11924","PictureAccept","Ambiguous",12,1,1342,"Non-Native 14","Non-Native"
"11952","PictureAccept","Ambiguous",6,1,1583,"Non-Native 14","Non-Native"
"11964","PictureAccept","Unambiguous",4,1,1357,"Non-Native 14","Non-Native"
"11976","PictureAccept","Control",2,1,1473,"Non-Native 14","Non-Native"
"11984","PictureAccept","Ambiguous",9,0,957,"Non-Native 14","Non-Native"
"11988","PictureAccept","Control",14,1,3766,"Non-Native 14","Non-Native"
"11992","PictureAccept","Ambiguous",15,1,2002,"Non-Native 14","Non-Native"
"11996","PictureAccept","Control",8,1,2020,"Non-Native 14","Non-Native"
"12004","PictureAccept","Control",17,1,1248,"Non-Native 14","Non-Native"
"12020","PictureAccept","Control",5,1,1283,"Non-Native 14","Non-Native"
"12040","PictureAccept","Unambiguous",10,0,724,"Non-Native 14","Non-Native"
"12072","PictureAccept","Unambiguous",13,1,2579,"Non-Native 14","Non-Native"
"12076","PictureAccept","Unambiguous",16,1,1432,"Non-Native 14","Non-Native"
"12084","PictureAccept","Unambiguous",7,1,1280,"Non-Native 14","Non-Native"
"12088","PictureAccept","Unambiguous",1,1,2002,"Non-Native 14","Non-Native"
"12106","PictureAccept","Control",1,0,3857,"Non-Native 15","Non-Native"
"12122","PictureAccept","Unambiguous",18,1,6597,"Non-Native 15","Non-Native"
"12138","PictureAccept","Unambiguous",3,0,4637,"Non-Native 15","Non-Native"
"12146","PictureAccept","Unambiguous",15,0,7106,"Non-Native 15","Non-Native"
"12150","PictureAccept","Control",13,1,5171,"Non-Native 15","Non-Native"
"12158","PictureAccept","Ambiguous",11,1,9435,"Non-Native 15","Non-Native"
"12170","PictureAccept","Ambiguous",14,0,4297,"Non-Native 15","Non-Native"
"12178","PictureAccept","Unambiguous",12,1,6824,"Non-Native 15","Non-Native"
"12234","PictureAccept","Ambiguous",8,1,3016,"Non-Native 15","Non-Native"
"12238","PictureAccept","Ambiguous",17,0,5292,"Non-Native 15","Non-Native"
"12242","PictureAccept","Ambiguous",5,0,1480,"Non-Native 15","Non-Native"
"12250","PictureAccept","Control",16,1,1997,"Non-Native 15","Non-Native"
"12254","PictureAccept","Control",7,1,1622,"Non-Native 15","Non-Native"
"12270","PictureAccept","Unambiguous",6,0,921,"Non-Native 15","Non-Native"
"12274","PictureAccept","Control",4,0,1148,"Non-Native 15","Non-Native"
"12286","PictureAccept","Control",10,1,6035,"Non-Native 15","Non-Native"
"12306","PictureAccept","Ambiguous",2,0,1009,"Non-Native 15","Non-Native"
"12318","PictureAccept","Unambiguous",9,1,2050,"Non-Native 15","Non-Native"
"12336","PictureAccept","Ambiguous",1,0,4586,"Non-Native 16","Non-Native"
"12356","PictureAccept","Ambiguous",16,0,3465,"Non-Native 16","Non-Native"
"12360","PictureAccept","Unambiguous",2,0,2639,"Non-Native 16","Non-Native"
"12376","PictureAccept","Unambiguous",14,1,3377,"Non-Native 16","Non-Native"
"12392","PictureAccept","Control",12,1,2004,"Non-Native 16","Non-Native"
"12408","PictureAccept","Unambiguous",8,1,1259,"Non-Native 16","Non-Native"
"12428","PictureAccept","Ambiguous",4,1,1443,"Non-Native 16","Non-Native"
"12432","PictureAccept","Unambiguous",11,1,4028,"Non-Native 16","Non-Native"
"12436","PictureAccept","Control",3,0,5408,"Non-Native 16","Non-Native"
"12444","PictureAccept","Control",15,1,5305,"Non-Native 16","Non-Native"
"12448","PictureAccept","Ambiguous",10,0,3295,"Non-Native 16","Non-Native"
"12452","PictureAccept","Ambiguous",13,1,1538,"Non-Native 16","Non-Native"
"12488","PictureAccept","Ambiguous",7,1,1406,"Non-Native 16","Non-Native"
"12512","PictureAccept","Unambiguous",5,1,1906,"Non-Native 16","Non-Native"
"12516","PictureAccept","Control",18,1,1159,"Non-Native 16","Non-Native"
"12524","PictureAccept","Unambiguous",17,1,2381,"Non-Native 16","Non-Native"
"12532","PictureAccept","Control",9,1,1169,"Non-Native 16","Non-Native"
"12540","PictureAccept","Control",6,1,1864,"Non-Native 16","Non-Native"
"12562","PictureAccept","Control",5,1,3030,"Non-Native 17","Non-Native"
"12574","PictureAccept","Ambiguous",6,1,2535,"Non-Native 17","Non-Native"
"12582","PictureAccept","Ambiguous",12,0,1895,"Non-Native 17","Non-Native"
"12590","PictureAccept","Unambiguous",7,0,1559,"Non-Native 17","Non-Native"
"12606","PictureAccept","Unambiguous",16,1,2227,"Non-Native 17","Non-Native"
"12626","PictureAccept","Unambiguous",13,0,1805,"Non-Native 17","Non-Native"
"12650","PictureAccept","Ambiguous",18,0,1641,"Non-Native 17","Non-Native"
"12662","PictureAccept","Unambiguous",1,1,1635,"Non-Native 17","Non-Native"
"12666","PictureAccept","Ambiguous",15,1,7424,"Non-Native 17","Non-Native"
"12670","PictureAccept","Unambiguous",4,1,2251,"Non-Native 17","Non-Native"
"12674","PictureAccept","Control",8,1,2074,"Non-Native 17","Non-Native"
"12682","PictureAccept","Ambiguous",9,1,2747,"Non-Native 17","Non-Native"
"12686","PictureAccept","Ambiguous",3,1,2983,"Non-Native 17","Non-Native"
"12690","PictureAccept","Control",11,1,3552,"Non-Native 17","Non-Native"
"12694","PictureAccept","Control",17,0,1638,"Non-Native 17","Non-Native"
"12698","PictureAccept","Control",2,1,1634,"Non-Native 17","Non-Native"
"12710","PictureAccept","Control",14,0,2271,"Non-Native 17","Non-Native"
"12738","PictureAccept","Unambiguous",10,1,1914,"Non-Native 17","Non-Native"
"12808","PictureAccept","Unambiguous",6,1,3801,"Non-Native 18","Non-Native"
"12840","PictureAccept","Control",10,1,3922,"Non-Native 18","Non-Native"
"12848","PictureAccept","Ambiguous",2,1,2226,"Non-Native 18","Non-Native"
"12852","PictureAccept","Ambiguous",14,1,6343,"Non-Native 18","Non-Native"
"12860","PictureAccept","Ambiguous",8,1,1032,"Non-Native 18","Non-Native"
"12872","PictureAccept","Control",1,1,2839,"Non-Native 18","Non-Native"
"12876","PictureAccept","Control",4,1,1678,"Non-Native 18","Non-Native"
"12880","PictureAccept","Ambiguous",5,1,1049,"Non-Native 18","Non-Native"
"12888","PictureAccept","Control",7,1,4671,"Non-Native 18","Non-Native"
"12892","PictureAccept","Unambiguous",9,1,937,"Non-Native 18","Non-Native"
"12912","PictureAccept","Control",16,1,2330,"Non-Native 18","Non-Native"
"12932","PictureAccept","Ambiguous",17,1,2295,"Non-Native 18","Non-Native"
"12936","PictureAccept","Unambiguous",18,1,2173,"Non-Native 18","Non-Native"
"12940","PictureAccept","Control",13,1,1437,"Non-Native 18","Non-Native"
"12948","PictureAccept","Unambiguous",15,1,2719,"Non-Native 18","Non-Native"
"12956","PictureAccept","Unambiguous",12,1,1890,"Non-Native 18","Non-Native"
"12960","PictureAccept","Unambiguous",3,1,2544,"Non-Native 18","Non-Native"
"12988","PictureAccept","Ambiguous",11,0,1232,"Non-Native 18","Non-Native"
"13026","PictureAccept","Unambiguous",17,1,4360,"Non-Native 19","Non-Native"
"13042","PictureAccept","Control",15,1,12731,"Non-Native 19","Non-Native"
"13062","PictureAccept","Ambiguous",4,1,4453,"Non-Native 19","Non-Native"
"13066","PictureAccept","Unambiguous",5,1,3452,"Non-Native 19","Non-Native"
"13070","PictureAccept","Control",12,1,2835,"Non-Native 19","Non-Native"
"13082","PictureAccept","Ambiguous",16,0,8397,"Non-Native 19","Non-Native"
"13086","PictureAccept","Unambiguous",11,1,2540,"Non-Native 19","Non-Native"
"13102","PictureAccept","Control",6,1,9766,"Non-Native 19","Non-Native"
"13110","PictureAccept","Control",9,1,1970,"Non-Native 19","Non-Native"
"13126","PictureAccept","Ambiguous",10,0,1659,"Non-Native 19","Non-Native"
"13138","PictureAccept","Ambiguous",1,1,4674,"Non-Native 19","Non-Native"
"13142","PictureAccept","Ambiguous",7,0,4718,"Non-Native 19","Non-Native"
"13146","PictureAccept","Control",3,1,2004,"Non-Native 19","Non-Native"
"13158","PictureAccept","Control",18,1,3918,"Non-Native 19","Non-Native"
"13166","PictureAccept","Unambiguous",8,1,1690,"Non-Native 19","Non-Native"
"13178","PictureAccept","Ambiguous",13,1,6445,"Non-Native 19","Non-Native"
"13194","PictureAccept","Unambiguous",14,1,2941,"Non-Native 19","Non-Native"
"13210","PictureAccept","Unambiguous",2,1,1780,"Non-Native 19","Non-Native"
"13238","PictureAccept","Ambiguous",3,0,3282,"Non-Native 20","Non-Native"
"13242","PictureAccept","Control",2,1,3224,"Non-Native 20","Non-Native"
"13254","PictureAccept","Ambiguous",15,0,4951,"Non-Native 20","Non-Native"
"13262","PictureAccept","Unambiguous",4,1,1704,"Non-Native 20","Non-Native"
"13266","PictureAccept","Ambiguous",9,0,2735,"Non-Native 20","Non-Native"
"13282","PictureAccept","Unambiguous",7,1,3151,"Non-Native 20","Non-Native"
"13290","PictureAccept","Unambiguous",10,0,2841,"Non-Native 20","Non-Native"
"13298","PictureAccept","Ambiguous",12,0,1448,"Non-Native 20","Non-Native"
"13314","PictureAccept","Control",17,0,1963,"Non-Native 20","Non-Native"
"13326","PictureAccept","Control",5,1,2737,"Non-Native 20","Non-Native"
"13330","PictureAccept","Unambiguous",1,1,2058,"Non-Native 20","Non-Native"
"13338","PictureAccept","Control",11,1,1281,"Non-Native 20","Non-Native"
"13350","PictureAccept","Ambiguous",18,0,2369,"Non-Native 20","Non-Native"
"13394","PictureAccept","Unambiguous",16,1,2379,"Non-Native 20","Non-Native"
"13406","PictureAccept","Ambiguous",6,0,3126,"Non-Native 20","Non-Native"
"13410","PictureAccept","Control",14,1,2646,"Non-Native 20","Non-Native"
"13430","PictureAccept","Unambiguous",13,1,2145,"Non-Native 20","Non-Native"
"13438","PictureAccept","Control",8,0,2420,"Non-Native 20","Non-Native"
"13474","PictureAccept","Unambiguous",15,1,2998,"Non-Native 21","Non-Native"
"13482","PictureAccept","Control",13,1,2906,"Non-Native 21","Non-Native"
"13494","PictureAccept","Ambiguous",11,0,2279,"Non-Native 21","Non-Native"
"13518","PictureAccept","Control",4,1,2118,"Non-Native 21","Non-Native"
"13522","PictureAccept","Ambiguous",14,0,3047,"Non-Native 21","Non-Native"
"13534","PictureAccept","Unambiguous",12,1,1455,"Non-Native 21","Non-Native"
"13558","PictureAccept","Ambiguous",5,1,2572,"Non-Native 21","Non-Native"
"13562","PictureAccept","Unambiguous",18,0,1199,"Non-Native 21","Non-Native"
"13566","PictureAccept","Ambiguous",2,1,1540,"Non-Native 21","Non-Native"
"13578","PictureAccept","Control",10,1,2613,"Non-Native 21","Non-Native"
"13582","PictureAccept","Control",16,1,1021,"Non-Native 21","Non-Native"
"13590","PictureAccept","Control",7,1,2479,"Non-Native 21","Non-Native"
"13606","PictureAccept","Unambiguous",6,1,1575,"Non-Native 21","Non-Native"
"13610","PictureAccept","Unambiguous",3,1,1852,"Non-Native 21","Non-Native"
"13630","PictureAccept","Ambiguous",8,0,2806,"Non-Native 21","Non-Native"
"13634","PictureAccept","Ambiguous",17,1,1325,"Non-Native 21","Non-Native"
"13642","PictureAccept","Unambiguous",9,1,1385,"Non-Native 21","Non-Native"
"13650","PictureAccept","Control",1,1,1742,"Non-Native 21","Non-Native"
"13696","PictureAccept","Unambiguous",14,1,1911,"Non-Native 22","Non-Native"
"13712","PictureAccept","Control",6,1,3445,"Non-Native 22","Non-Native"
"13716","PictureAccept","Ambiguous",7,0,3587,"Non-Native 22","Non-Native"
"13720","PictureAccept","Ambiguous",1,1,1888,"Non-Native 22","Non-Native"
"13732","PictureAccept","Unambiguous",5,1,2750,"Non-Native 22","Non-Native"
"13736","PictureAccept","Ambiguous",13,0,1967,"Non-Native 22","Non-Native"
"13748","PictureAccept","Control",15,1,2539,"Non-Native 22","Non-Native"
"13760","PictureAccept","Unambiguous",11,1,5424,"Non-Native 22","Non-Native"
"13768","PictureAccept","Unambiguous",2,1,1812,"Non-Native 22","Non-Native"
"13784","PictureAccept","Ambiguous",10,0,6626,"Non-Native 22","Non-Native"
"13788","PictureAccept","Control",12,1,3227,"Non-Native 22","Non-Native"
"13796","PictureAccept","Control",3,1,1872,"Non-Native 22","Non-Native"
"13804","PictureAccept","Unambiguous",17,1,1972,"Non-Native 22","Non-Native"
"13812","PictureAccept","Ambiguous",16,0,1500,"Non-Native 22","Non-Native"
"13828","PictureAccept","Ambiguous",4,1,1513,"Non-Native 22","Non-Native"
"13856","PictureAccept","Control",9,1,1942,"Non-Native 22","Non-Native"
"13872","PictureAccept","Control",18,1,2462,"Non-Native 22","Non-Native"
"13880","PictureAccept","Unambiguous",8,1,1210,"Non-Native 22","Non-Native"
"13898","PictureAccept","Unambiguous",7,0,2886,"Non-Native 23","Non-Native"
"13910","PictureAccept","Control",11,1,8890,"Non-Native 23","Non-Native"
"13914","PictureAccept","Control",17,1,5988,"Non-Native 23","Non-Native"
"13918","PictureAccept","Ambiguous",3,0,2338,"Non-Native 23","Non-Native"
"13922","PictureAccept","Ambiguous",18,0,3508,"Non-Native 23","Non-Native"
"13930","PictureAccept","Ambiguous",15,0,6432,"Non-Native 23","Non-Native"
"13994","PictureAccept","Unambiguous",10,1,7002,"Non-Native 23","Non-Native"
"14002","PictureAccept","Unambiguous",16,1,3556,"Non-Native 23","Non-Native"
"14022","PictureAccept","Ambiguous",9,0,2217,"Non-Native 23","Non-Native"
"14026","PictureAccept","Ambiguous",6,0,2038,"Non-Native 23","Non-Native"
"14030","PictureAccept","Control",14,1,9155,"Non-Native 23","Non-Native"
"14034","PictureAccept","Ambiguous",12,0,5119,"Non-Native 23","Non-Native"
"14042","PictureAccept","Control",8,1,4862,"Non-Native 23","Non-Native"
"14070","PictureAccept","Unambiguous",4,1,2828,"Non-Native 23","Non-Native"
"14078","PictureAccept","Control",5,1,1588,"Non-Native 23","Non-Native"
"14082","PictureAccept","Unambiguous",13,1,2874,"Non-Native 23","Non-Native"
"14094","PictureAccept","Control",2,1,2063,"Non-Native 23","Non-Native"
"14098","PictureAccept","Unambiguous",1,1,6510,"Non-Native 23","Non-Native"
"14122","PictureAccept","Ambiguous",14,0,5187,"Non-Native 24","Non-Native"
"14138","PictureAccept","Control",7,1,3289,"Non-Native 24","Non-Native"
"14142","PictureAccept","Unambiguous",15,0,2598,"Non-Native 24","Non-Native"
"14150","PictureAccept","Ambiguous",8,1,4387,"Non-Native 24","Non-Native"
"14154","PictureAccept","Control",10,1,2964,"Non-Native 24","Non-Native"
"14190","PictureAccept","Control",4,0,3962,"Non-Native 24","Non-Native"
"14194","PictureAccept","Control",16,1,3518,"Non-Native 24","Non-Native"
"14206","PictureAccept","Unambiguous",9,0,2339,"Non-Native 24","Non-Native"
"14234","PictureAccept","Control",13,0,3384,"Non-Native 24","Non-Native"
"14238","PictureAccept","Unambiguous",6,1,4174,"Non-Native 24","Non-Native"
"14258","PictureAccept","Ambiguous",17,0,2304,"Non-Native 24","Non-Native"
"14282","PictureAccept","Unambiguous",3,0,2120,"Non-Native 24","Non-Native"
"14290","PictureAccept","Unambiguous",12,0,6186,"Non-Native 24","Non-Native"
"14314","PictureAccept","Ambiguous",2,1,3827,"Non-Native 24","Non-Native"
"14318","PictureAccept","Control",1,1,2371,"Non-Native 24","Non-Native"
"14322","PictureAccept","Unambiguous",18,0,3676,"Non-Native 24","Non-Native"
"14330","PictureAccept","Ambiguous",5,0,2345,"Non-Native 24","Non-Native"
"14334","PictureAccept","Ambiguous",11,0,4087,"Non-Native 24","Non-Native"
"14346","PictureAccept","Control",9,1,3522,"Non-Native 25","Non-Native"
"14350","PictureAccept","Unambiguous",8,0,2334,"Non-Native 25","Non-Native"
"14366","PictureAccept","Ambiguous",10,1,5624,"Non-Native 25","Non-Native"
"14398","PictureAccept","Control",6,1,4300,"Non-Native 25","Non-Native"
"14406","PictureAccept","Control",3,0,3767,"Non-Native 25","Non-Native"
"14438","PictureAccept","Control",12,1,1910,"Non-Native 25","Non-Native"
"14450","PictureAccept","Unambiguous",5,0,1891,"Non-Native 25","Non-Native"
"14466","PictureAccept","Unambiguous",17,1,1940,"Non-Native 25","Non-Native"
"14486","PictureAccept","Ambiguous",16,0,4078,"Non-Native 25","Non-Native"
"14494","PictureAccept","Unambiguous",14,1,3229,"Non-Native 25","Non-Native"
"14502","PictureAccept","Control",18,1,1272,"Non-Native 25","Non-Native"
"14506","PictureAccept","Ambiguous",4,0,5987,"Non-Native 25","Non-Native"
"14526","PictureAccept","Control",15,1,5212,"Non-Native 25","Non-Native"
"14538","PictureAccept","Ambiguous",13,1,5170,"Non-Native 25","Non-Native"
"14546","PictureAccept","Unambiguous",2,0,8378,"Non-Native 25","Non-Native"
"14550","PictureAccept","Unambiguous",11,0,2305,"Non-Native 25","Non-Native"
"14554","PictureAccept","Ambiguous",1,1,3178,"Non-Native 25","Non-Native"
"14578","PictureAccept","Ambiguous",6,0,3955,"Non-Native 26","Non-Native"
"14586","PictureAccept","Unambiguous",4,1,1402,"Non-Native 26","Non-Native"
"14590","PictureAccept","Control",14,1,3970,"Non-Native 26","Non-Native"
"14634","PictureAccept","Ambiguous",3,1,1465,"Non-Native 26","Non-Native"
"14638","PictureAccept","Control",11,1,1717,"Non-Native 26","Non-Native"
"14642","PictureAccept","Control",5,1,1480,"Non-Native 26","Non-Native"
"14654","PictureAccept","Ambiguous",15,0,3643,"Non-Native 26","Non-Native"
"14666","PictureAccept","Control",8,1,1241,"Non-Native 26","Non-Native"
"14670","PictureAccept","Ambiguous",12,1,1531,"Non-Native 26","Non-Native"
"14714","PictureAccept","Unambiguous",13,1,1248,"Non-Native 26","Non-Native"
"14718","PictureAccept","Control",2,1,1313,"Non-Native 26","Non-Native"
"14722","PictureAccept","Control",17,1,1588,"Non-Native 26","Non-Native"
"14734","PictureAccept","Ambiguous",18,0,2612,"Non-Native 26","Non-Native"
"14738","PictureAccept","Unambiguous",1,1,3074,"Non-Native 26","Non-Native"
"14758","PictureAccept","Ambiguous",9,1,1424,"Non-Native 26","Non-Native"
"14770","PictureAccept","Unambiguous",16,1,1560,"Non-Native 26","Non-Native"
"14778","PictureAccept","Unambiguous",7,1,1736,"Non-Native 26","Non-Native"
"14782","PictureAccept","Unambiguous",10,1,1268,"Non-Native 26","Non-Native"
"14806","PictureAccept","Control",16,1,3318,"Non-Native 27","Non-Native"
"14822","PictureAccept","Unambiguous",18,1,3601,"Non-Native 27","Non-Native"
"14842","PictureAccept","Control",1,1,5295,"Non-Native 27","Non-Native"
"14846","PictureAccept","Control",7,1,2860,"Non-Native 27","Non-Native"
"14850","PictureAccept","Unambiguous",3,1,2102,"Non-Native 27","Non-Native"
"14854","PictureAccept","Ambiguous",2,1,1338,"Non-Native 27","Non-Native"
"14858","PictureAccept","Ambiguous",14,1,4225,"Non-Native 27","Non-Native"
"14862","PictureAccept","Ambiguous",11,1,4145,"Non-Native 27","Non-Native"
"14870","PictureAccept","Control",10,1,3626,"Non-Native 27","Non-Native"
"14882","PictureAccept","Unambiguous",15,1,5013,"Non-Native 27","Non-Native"
"14890","PictureAccept","Unambiguous",12,1,1719,"Non-Native 27","Non-Native"
"14934","PictureAccept","Control",4,1,1972,"Non-Native 27","Non-Native"
"14938","PictureAccept","Control",13,1,5807,"Non-Native 27","Non-Native"
"14958","PictureAccept","Ambiguous",8,1,2102,"Non-Native 27","Non-Native"
"14962","PictureAccept","Unambiguous",9,1,3117,"Non-Native 27","Non-Native"
"14978","PictureAccept","Ambiguous",17,1,2546,"Non-Native 27","Non-Native"
"14986","PictureAccept","Ambiguous",5,1,1133,"Non-Native 27","Non-Native"
"15002","PictureAccept","Unambiguous",6,1,2475,"Non-Native 27","Non-Native"
"15026","PictureAccept","Unambiguous",2,1,2823,"Non-Native 28","Non-Native"
"15038","PictureAccept","Unambiguous",17,1,2957,"Non-Native 28","Non-Native"
"15058","PictureAccept","Unambiguous",8,1,2100,"Non-Native 28","Non-Native"
"15078","PictureAccept","Control",3,1,3449,"Non-Native 28","Non-Native"
"15098","PictureAccept","Unambiguous",5,0,1734,"Non-Native 28","Non-Native"
"15106","PictureAccept","Control",6,1,1710,"Non-Native 28","Non-Native"
"15126","PictureAccept","Ambiguous",4,1,1142,"Non-Native 28","Non-Native"
"15142","PictureAccept","Control",15,1,4464,"Non-Native 28","Non-Native"
"15150","PictureAccept","Unambiguous",11,1,1925,"Non-Native 28","Non-Native"
"15158","PictureAccept","Unambiguous",14,1,2510,"Non-Native 28","Non-Native"
"15166","PictureAccept","Ambiguous",1,0,1020,"Non-Native 28","Non-Native"
"15174","PictureAccept","Ambiguous",7,1,1581,"Non-Native 28","Non-Native"
"15182","PictureAccept","Control",18,1,3213,"Non-Native 28","Non-Native"
"15194","PictureAccept","Control",9,1,1049,"Non-Native 28","Non-Native"
"15202","PictureAccept","Ambiguous",10,0,6315,"Non-Native 28","Non-Native"
"15210","PictureAccept","Ambiguous",16,1,1276,"Non-Native 28","Non-Native"
"15214","PictureAccept","Control",12,1,1492,"Non-Native 28","Non-Native"
"15226","PictureAccept","Ambiguous",13,1,1468,"Non-Native 28","Non-Native"
"15248","PictureAccept","Unambiguous",13,1,4103,"Non-Native 29","Non-Native"
"15260","PictureAccept","Ambiguous",6,0,3975,"Non-Native 29","Non-Native"
"15272","PictureAccept","Unambiguous",16,0,1893,"Non-Native 29","Non-Native"
"15304","PictureAccept","Control",17,1,3659,"Non-Native 29","Non-Native"
"15308","PictureAccept","Ambiguous",9,0,3570,"Non-Native 29","Non-Native"
"15332","PictureAccept","Ambiguous",15,0,3452,"Non-Native 29","Non-Native"
